timestamp,temperature_c,machine_speed_rpm,production_quality_score,vibration_level_mm_s,energy_consumption_kwh,is_optimal,hour,day,day_of_week,week,shift,temperature_c_roll_mean,temperature_c_roll_std,machine_speed_rpm_roll_mean,machine_speed_rpm_roll_std,production_quality_score_roll_mean,production_quality_score_roll_std,vibration_level_mm_s_roll_mean,vibration_level_mm_s_roll_std,energy_consumption_kwh_roll_mean,energy_consumption_kwh_roll_std,efficiency_ratio,energy_per_rpm
2025-04-02 03:45:00,75.61,1543,8.26,0.07,1.97,0,3,2,Wednesday,14,Night,75.0552,2.0068,1501.7,26.7368,8.4682,0.2542,0.0678,0.0197,1.51,0.3095,4.1929,0.001277
2025-04-02 03:46:00,72.65,1475,8.83,0.1,1.95,0,3,2,Wednesday,14,Night,75.0273,2.0287,1501.55,26.8628,8.4702,0.2566,0.0678,0.0197,1.5185,0.3146,4.5282,0.001322
2025-04-02 03:47:00,71.25,1495,8.49,0.06,1.66,0,3,2,Wednesday,14,Night,74.984,2.0813,1501.1,26.7402,8.4763,0.2525,0.0677,0.0197,1.5227,0.3147,5.1145,0.00111
2025-04-02 03:48:00,72.2,1464,8.6,0.05,1.06,0,3,2,Wednesday,14,Night,74.902,2.0926,1500.8,27.0573,8.4773,0.2529,0.0677,0.0197,1.5222,0.3155,8.1132,0.000724
2025-04-02 03:49:00,72.87,1527,8.73,0.08,1.66,0,3,2,Wednesday,14,Night,74.88,2.1071,1500.8167,27.0733,8.4827,0.2548,0.0673,0.0193,1.5208,0.3147,5.259,0.001087
2025-04-02 03:50:00,76.92,1541,8.32,0.08,1.61,0,3,2,Wednesday,14,Night,74.9857,2.0459,1501.4167,27.5621,8.4825,0.2549,0.0673,0.0193,1.5223,0.3149,5.1677,0.001045
2025-04-02 03:51:00,74.13,1468,8.49,0.07,1.98,0,3,2,Wednesday,14,Night,74.9763,2.0486,1501.7,27.1189,8.4845,0.2545,0.0675,0.0193,1.5238,0.3169,4.2879,0.001349
2025-04-02 03:52:00,74.38,1468,8.02,0.08,1.84,0,3,2,Wednesday,14,Night,75.0227,2.0018,1501.4333,27.3734,8.4733,0.2599,0.0677,0.0193,1.5242,0.3172,4.3587,0.001253
2025-04-02 03:53:00,78.04,1523,8.23,0.08,1.42,0,3,2,Wednesday,14,Night,75.0332,2.0162,1501.7667,27.5142,8.4733,0.2599,0.0678,0.0194,1.5232,0.3175,5.7958,0.000932
2025-04-02 03:54:00,76.31,1499,8.42,0.04,1.9,0,3,2,Wednesday,14,Night,75.01,1.9929,1501.2667,27.2825,8.4745,0.2595,0.0677,0.0196,1.538,0.3139,4.4316,0.001268
2025-04-02 03:55:00,74.96,1544,8.67,0.1,1.87,0,3,2,Wednesday,14,Night,75.0348,1.9826,1502.15,27.7976,8.4737,0.2588,0.0682,0.02,1.5463,0.3159,4.6364,0.001211
2025-04-02 03:56:00,76.34,1482,8.78,0.07,1.58,0,3,2,Wednesday,14,Night,75.0723,1.9857,1502.55,27.3201,8.4823,0.2602,0.0682,0.02,1.5473,0.316,5.557,0.001066
2025-04-02 03:57:00,75.67,1463,8.32,0.09,1.63,0,3,2,Wednesday,14,Night,75.103,1.9804,1501.7,27.7478,8.4787,0.261,0.0688,0.0201,1.5483,0.3161,5.1043,0.001114
2025-04-02 03:58:00,75.91,1543,8.25,0.07,1.07,0,3,2,Wednesday,14,Night,75.1697,1.9379,1503.0167,27.8029,8.4682,0.2572,0.0693,0.0197,1.5402,0.3221,7.7103,0.000693
2025-04-02 03:59:00,76.97,1531,8.82,0.08,1.72,0,3,2,Wednesday,14,Night,75.2225,1.9432,1503.5667,28.0274,8.4728,0.261,0.0695,0.0198,1.5457,0.3223,5.1279,0.001123
2025-04-02 04:00:00,75.4,1524,8.6,0.09,1.76,0,4,2,Wednesday,14,Night,75.1995,1.9326,1504.1333,28.0921,8.4708,0.2596,0.07,0.0199,1.5477,0.3233,4.8864,0.001155
2025-04-02 04:01:00,72.91,1454,8.71,0.06,1.38,0,4,2,Wednesday,14,Night,75.1338,1.9424,1502.9167,28.6601,8.4752,0.2614,0.07,0.0199,1.551,0.3204,6.3116,0.000949
2025-04-02 04:02:00,77.16,1526,8.17,0.07,1.15,0,4,2,Wednesday,14,Night,75.1755,1.9589,1502.6,28.2898,8.4723,0.2638,0.0702,0.0199,1.5467,0.3241,7.1043,0.000754
2025-04-02 04:03:00,73.48,1457,8.29,0.09,1.92,0,4,2,Wednesday,14,Night,75.1522,1.9707,1502.5667,28.3432,8.4715,0.2643,0.0708,0.0199,1.5612,0.321,4.3177,0.001318
2025-04-02 04:04:00,74.89,1518,8.72,0.05,1.44,1,4,2,Wednesday,14,Night,75.197,1.9327,1503.2333,28.2257,8.473,0.2654,0.0705,0.02,1.5543,0.3191,6.0556,0.000949
2025-04-02 04:05:00,76.72,1455,8.44,0.07,1.92,0,4,2,Wednesday,14,Night,75.2515,1.9287,1502.1,28.7783,8.467,0.262,0.0702,0.0199,1.5545,0.3193,4.3958,0.00132
2025-04-02 04:06:00,77.21,1515,8.07,0.07,1.22,0,4,2,Wednesday,14,Night,75.2418,1.9172,1501.8,28.5436,8.4583,0.2664,0.0697,0.0195,1.55,0.3221,6.6148,0.000805
2025-04-02 04:07:00,75.89,1539,8.5,0.08,1.26,0,4,2,Wednesday,14,Night,75.2743,1.9112,1502.0167,28.7788,8.4643,0.2631,0.0697,0.0195,1.5425,0.3235,6.746,0.000819
2025-04-02 04:08:00,74.96,1490,8.4,0.07,1.17,0,4,2,Wednesday,14,Night,75.3138,1.879,1502.4333,28.4124,8.47,0.2579,0.0698,0.0194,1.5387,0.3266,7.1795,0.000785
2025-04-02 04:09:00,74.04,1524,8.71,0.04,1.74,1,4,2,Wednesday,14,Night,75.2343,1.8288,1503.2167,28.3472,8.4748,0.2596,0.0697,0.0197,1.537,0.3253,5.0057,0.001142
2025-04-02 04:10:00,77.91,1540,8.37,0.04,1.37,0,4,2,Wednesday,14,Night,75.2287,1.8198,1503.6667,28.717,8.4705,0.2592,0.0687,0.0196,1.529,0.3233,6.1095,0.00089
2025-04-02 04:11:00,75.44,1485,8.66,0.08,1.86,0,4,2,Wednesday,14,Night,75.2018,1.8043,1503.4167,28.8146,8.4807,0.2543,0.0692,0.0195,1.542,0.3206,4.6559,0.001253
2025-04-02 04:12:00,72.4,1515,8.07,0.08,1.28,0,4,2,Wednesday,14,Night,75.1468,1.8389,1503.3333,28.773,8.4743,0.2598,0.0698,0.0192,1.5368,0.3224,6.3047,0.000845
2025-04-02 04:13:00,78.36,1459,8.11,0.06,1.34,0,4,2,Wednesday,14,Night,75.243,1.8537,1502.7333,29.3199,8.4595,0.2546,0.0698,0.0192,1.5297,0.3219,6.0522,0.000918
2025-04-02 04:14:00,77.51,1507,8.67,0.06,1.92,0,4,2,Wednesday,14,Night,75.2278,1.8308,1502.7,29.3138,8.462,0.2559,0.0698,0.0192,1.5295,0.3217,4.5156,0.001274
2025-04-02 04:15:00,75.53,1534,8.85,0.03,1.66,0,4,2,Wednesday,14,Night,75.278,1.7963,1502.9667,29.5273,8.4603,0.253,0.0698,0.0192,1.5332,0.3219,5.3313,0.001082
2025-04-02 04:16:00,75.13,1506,8.28,0.06,1.8,1,4,2,Wednesday,14,Night,75.3487,1.7017,1502.6167,29.3616,8.4593,0.2536,0.0698,0.0192,1.5347,0.3229,4.6,0.001195
2025-04-02 04:17:00,76.46,1530,8.6,0.07,1.54,0,4,2,Wednesday,14,Night,75.3498,1.7024,1503.6333,29.2337,8.4628,0.2541,0.0702,0.019,1.5272,0.3173,5.5844,0.001007
2025-04-02 04:18:00,74.32,1489,8.74,0.04,1.62,1,4,2,Wednesday,14,Night,75.3582,1.696,1502.7667,28.8758,8.4747,0.2501,0.0693,0.0192,1.5242,0.3156,5.3951,0.001088
2025-04-02 04:19:00,72.4,1527,8.11,0.06,1.37,0,4,2,Wednesday,14,Night,75.3082,1.7384,1504.0167,28.2576,8.476,0.2479,0.0688,0.0191,1.514,0.3104,5.9197,0.000897
2025-04-02 04:20:00,73.98,1540,8.46,0.07,1.44,0,4,2,Wednesday,14,Night,75.3052,1.7406,1504.0167,28.2576,8.471,0.2451,0.0683,0.0186,1.5098,0.3097,5.875,0.000935
2025-04-02 04:21:00,73.77,1531,8.35,0.05,1.44,0,4,2,Wednesday,14,Night,75.2785,1.7518,1504.5167,28.4679,8.4678,0.2454,0.0677,0.0185,1.5015,0.3046,5.7986,0.000941
2025-04-02 04:22:00,76.47,1539,8.16,0.04,1.67,0,4,2,Wednesday,14,Night,75.3098,1.7561,1505.6833,28.4221,8.4647,0.2482,0.067,0.0188,1.5092,0.3029,4.8862,0.001085
2025-04-02 04:23:00,72.25,1479,8.78,0.06,1.62,0,4,2,Wednesday,14,Night,75.2348,1.7893,1505.0167,28.5731,8.4667,0.2502,0.0675,0.0182,1.5165,0.3001,5.4198,0.001095
2025-04-02 04:24:00,74.77,1542,8.23,0.08,1.87,0,4,2,Wednesday,14,Night,75.2237,1.7901,1505.1833,28.7617,8.4652,0.2514,0.0677,0.0183,1.5283,0.2998,4.4011,0.001213
2025-04-02 04:25:00,77.52,1476,8.6,0.04,1.05,0,4,2,Wednesday,14,Night,75.234,1.8017,1505.2667,28.6681,8.4665,0.2519,0.0672,0.0186,1.5263,0.3027,8.1905,0.000711
2025-04-02 04:26:00,75.63,1537,8.68,0.09,1.79,0,4,2,Wednesday,14,Night,75.2537,1.7994,1505.9,28.9457,8.4693,0.2533,0.0682,0.0182,1.5347,0.3029,4.8492,0.001165
2025-04-02 04:27:00,72.33,1495,8.11,0.06,1.02,0,4,2,Wednesday,14,Night,75.2148,1.8372,1505.25,28.7412,8.4595,0.2557,0.0675,0.0177,1.5217,0.308,7.951,0.000682
2025-04-02 04:28:00,75.22,1477,8.21,0.03,1.22,1,4,2,Wednesday,14,Night,75.2452,1.8217,1504.2833,28.699,8.4472,0.2494,0.0665,0.0181,1.5202,0.3093,6.7295,0.000826
2025-04-02 04:29:00,76.16,1462,8.47,0.09,1.72,0,4,2,Wednesday,14,Night,75.2857,1.8145,1503.0333,28.8826,8.4427,0.2464,0.0665,0.0181,1.532,0.303,4.9244,0.001176
2025-04-02 04:30:00,71.31,1548,8.25,0.06,1.62,0,4,2,Wednesday,14,Night,75.2543,1.8667,1504.1333,29.3214,8.4462,0.2421,0.0665,0.0181,1.5412,0.297,5.0926,0.001047
2025-04-02 04:31:00,75.38,1502,8.87,0.09,1.24,0,4,2,Wednesday,14,Night,75.271,1.8633,1504.4167,29.2153,8.4592,0.2436,0.0675,0.0177,1.5433,0.2943,7.1532,0.000826
2025-04-02 04:32:00,77.8,1523,8.5,0.03,1.05,0,4,2,Wednesday,14,Night,75.2803,1.8747,1505.0,29.2314,8.4618,0.2431,0.0667,0.0183,1.5437,0.2937,8.0952,0.000689
2025-04-02 04:33:00,76.68,1452,8.81,0.04,1.39,0,4,2,Wednesday,14,Night,75.3357,1.866,1504.4167,29.9374,8.4655,0.2467,0.0658,0.0183,1.5452,0.2927,6.3381,0.000957
2025-04-02 04:34:00,77.28,1463,8.45,0.1,1.87,0,4,2,Wednesday,14,Night,75.3712,1.8826,1503.6333,30.4001,8.4655,0.2467,0.0663,0.0189,1.5488,0.2954,4.5187,0.001278
2025-04-02 04:35:00,74.11,1531,8.35,0.05,1.42,0,4,2,Wednesday,14,Night,75.3528,1.8895,1504.3667,30.5225,8.4605,0.2459,0.0658,0.0189,1.5437,0.2948,5.8803,0.000927
2025-04-02 04:36:00,74.92,1488,8.75,0.08,1.67,0,4,2,Wednesday,14,Night,75.3248,1.8832,1504.2167,30.5814,8.4638,0.2485,0.066,0.019,1.5502,0.2932,5.2395,0.001122
2025-04-02 04:37:00,74.78,1549,8.69,0.08,1.08,0,4,2,Wednesday,14,Night,75.294,1.8766,1505.0333,31.1165,8.4667,0.2501,0.0663,0.019,1.5373,0.2967,8.0463,0.000697
2025-04-02 04:38:00,74.59,1545,8.05,0.08,1.8,0,4,2,Wednesday,14,Night,75.2913,1.8775,1506.0833,31.3878,8.4662,0.251,0.0665,0.0191,1.5475,0.2951,4.4722,0.001165
2025-04-02 04:39:00,75.28,1547,8.96,0.08,1.1,0,4,2,Wednesday,14,Night,75.2692,1.8695,1506.2667,31.597,8.4762,0.2585,0.067,0.0191,1.549,0.2925,8.1455,0.000711
2025-04-02 04:40:00,72.72,1536,8.45,0.06,1.67,0,4,2,Wednesday,14,Night,75.2187,1.897,1507.3167,31.5194,8.4682,0.2515,0.067,0.0191,1.5472,0.2914,5.0599,0.001087
2025-04-02 04:41:00,76.6,1465,8.22,0.09,1.95,0,4,2,Wednesday,14,Night,75.2478,1.9047,1507.55,31.1451,8.4613,0.2526,0.0673,0.0193,1.547,0.2911,4.2154,0.001331
2025-04-02 04:42:00,74.83,1510,8.92,0.08,1.09,0,4,2,Wednesday,14,Night,75.2457,1.9051,1507.55,31.1451,8.4702,0.2593,0.0677,0.0193,1.5405,0.2969,8.1835,0.000722
2025-04-02 04:43:00,72.83,1536,8.27,0.03,1.52,0,4,2,Wednesday,14,Night,75.1335,1.8439,1507.6,31.189,8.466,0.2605,0.0665,0.0195,1.5458,0.2936,5.4408,0.00099
2025-04-02 04:44:00,72.36,1526,8.16,0.09,1.03,0,4,2,Wednesday,14,Night,75.0317,1.8251,1507.65,31.2165,8.4675,0.2584,0.0673,0.0194,1.533,0.2991,7.9223,0.000675
2025-04-02 04:45:00,71.78,1523,8.11,0.05,1.82,0,4,2,Wednesday,14,Night,74.9678,1.8709,1507.3167,30.9382,8.465,0.2612,0.067,0.0195,1.5305,0.296,4.456,0.001195
2025-04-02 04:46:00,73.32,1466,8.04,0.09,1.41,0,4,2,Wednesday,14,Night,74.979,1.8588,1507.1667,31.1188,8.4518,0.2624,0.0668,0.0193,1.5215,0.2912,5.7021,0.000962
2025-04-02 04:47:00,73.83,1515,8.24,0.09,1.25,0,4,2,Wednesday,14,Night,75.022,1.8,1507.5,31.0934,8.4477,0.2637,0.0673,0.0195,1.5147,0.2927,6.592,0.000825
2025-04-02 04:48:00,73.37,1528,8.24,0.03,1.04,0,4,2,Wednesday,14,Night,75.0415,1.7751,1508.5667,30.6707,8.4417,0.2643,0.067,0.0199,1.5143,0.2932,7.9231,0.000681
2025-04-02 04:49:00,75.52,1519,8.8,0.04,1.19,1,4,2,Wednesday,14,Night,75.0857,1.753,1508.4333,30.6065,8.4428,0.2657,0.0663,0.0202,1.5065,0.2955,7.395,0.000783
2025-04-02 04:50:00,73.02,1466,8.7,0.08,1.64,0,4,2,Wednesday,14,Night,75.0207,1.7561,1507.1833,30.7849,8.4492,0.2673,0.0663,0.0202,1.507,0.2957,5.3049,0.001119
2025-04-02 04:51:00,76.6,1472,8.28,0.04,1.42,0,4,2,Wednesday,14,Night,75.0618,1.7638,1507.25,30.7029,8.4457,0.2681,0.0658,0.0204,1.4977,0.2893,5.831,0.000965
2025-04-02 04:52:00,79.56,1548,8.61,0.05,1.1,0,4,2,Wednesday,14,Night,75.1482,1.8543,1508.5833,30.7065,8.4555,0.263,0.0653,0.0205,1.4853,0.2902,7.8273,0.000711
2025-04-02 04:53:00,73.67,1521,8.51,0.1,1.89,0,4,2,Wednesday,14,Night,75.0753,1.8244,1508.55,30.6917,8.4602,0.2614,0.0657,0.0209,1.4932,0.2947,4.5026,0.001243
2025-04-02 04:54:00,72.34,1476,8.14,0.07,1.31,0,4,2,Wednesday,14,Night,75.0092,1.8507,1508.1667,30.9555,8.4555,0.2646,0.0662,0.0206,1.4833,0.2908,6.2137,0.000888
2025-04-02 04:55:00,73.04,1473,8.4,0.1,1.63,0,4,2,Wednesday,14,Night,74.9772,1.868,1506.9833,30.9195,8.451,0.2632,0.0662,0.0206,1.4793,0.287,5.1534,0.001107
2025-04-02 04:56:00,72.4,1532,8.0,0.09,1.79,0,4,2,Wednesday,14,Night,74.9115,1.8885,1507.8167,30.9086,8.438,0.2659,0.0665,0.0208,1.4828,0.2895,4.4693,0.001168
2025-04-02 04:57:00,72.41,1508,8.78,0.06,1.63,0,4,2,Wednesday,14,Night,74.8572,1.913,1508.5667,30.3434,8.4457,0.2691,0.066,0.0206,1.4828,0.2895,5.3865,0.001081
2025-04-02 04:58:00,72.41,1535,8.17,0.06,1.25,0,4,2,Wednesday,14,Night,74.7988,1.9336,1508.4333,30.2068,8.4443,0.2703,0.0658,0.0206,1.4858,0.2861,6.536,0.000814
2025-04-02 04:59:00,73.95,1546,8.82,0.08,1.18,0,4,2,Wednesday,14,Night,74.7485,1.9154,1508.6833,30.4578,8.4443,0.2703,0.0658,0.0206,1.4768,0.2871,7.4746,0.000763
2025-04-02 05:00:00,76.59,1452,8.42,0.09,1.99,0,5,2,Wednesday,14,Night,74.7683,1.9283,1507.4833,31.2521,8.4413,0.2695,0.0658,0.0206,1.4807,0.2924,4.2312,0.001371
2025-04-02 05:01:00,78.57,1494,8.5,0.05,1.92,0,5,2,Wednesday,14,Night,74.8627,1.9738,1508.15,30.5097,8.4378,0.2673,0.0657,0.0207,1.4897,0.2975,4.4271,0.001285
2025-04-02 05:02:00,72.43,1547,8.4,0.08,1.9,0,5,2,Wednesday,14,Night,74.7838,1.9749,1508.5,30.8366,8.4417,0.265,0.0658,0.0208,1.5022,0.2987,4.4211,0.001228
2025-04-02 05:03:00,77.49,1461,8.39,0.06,1.14,0,5,2,Wednesday,14,Night,74.8507,1.9978,1508.5667,30.7275,8.4433,0.2644,0.0653,0.0205,1.4892,0.2972,7.3596,0.00078
2025-04-02 05:04:00,74.04,1516,8.23,0.03,1.63,1,5,2,Wednesday,14,Night,74.8365,2.0005,1508.5333,30.7182,8.4352,0.2633,0.065,0.021,1.4923,0.2977,5.0491,0.001075
2025-04-02 05:05:00,77.93,1476,8.89,0.07,1.23,0,5,2,Wednesday,14,Night,74.8567,2.0258,1508.8833,30.2134,8.4427,0.2697,0.065,0.021,1.4808,0.2942,7.2276,0.000833
2025-04-02 05:06:00,74.08,1456,8.39,0.08,1.94,0,5,2,Wednesday,14,Night,74.8045,2.0043,1507.9,30.9618,8.448,0.2654,0.0652,0.021,1.4928,0.298,4.3247,0.001332
2025-04-02 05:07:00,71.36,1512,8.68,0.04,1.46,0,5,2,Wednesday,14,Night,74.729,2.0476,1507.45,30.6972,8.451,0.267,0.0645,0.0212,1.4962,0.2965,5.9452,0.000966
2025-04-02 05:08:00,76.76,1487,8.97,0.06,1.04,0,5,2,Wednesday,14,Night,74.759,2.0642,1507.4,30.7286,8.4605,0.2751,0.0643,0.0212,1.494,0.2994,8.625,0.000699
2025-04-02 05:09:00,74.75,1498,8.41,0.04,1.98,1,5,2,Wednesday,14,Night,74.7708,2.062,1506.9667,30.6738,8.4555,0.2733,0.0643,0.0212,1.498,0.3043,4.2475,0.001322
2025-04-02 05:10:00,73.28,1460,8.12,0.08,1.8,0,5,2,Wednesday,14,Night,74.6937,2.0289,1505.6333,30.951,8.4513,0.2765,0.065,0.021,1.5052,0.3063,4.5111,0.001233
2025-04-02 05:11:00,75.37,1466,8.18,0.07,1.94,0,5,2,Wednesday,14,Night,74.6925,2.0285,1505.3167,31.2613,8.4433,0.2773,0.0648,0.021,1.5065,0.308,4.2165,0.001323
2025-04-02 05:12:00,74.67,1491,8.41,0.06,1.41,1,5,2,Wednesday,14,Night,74.7303,2.006,1504.9167,31.2889,8.449,0.273,0.0645,0.0209,1.5087,0.3069,5.9645,0.000946
2025-04-02 05:13:00,77.54,1523,8.4,0.07,1.72,0,5,2,Wednesday,14,Night,74.7167,1.9836,1505.9833,30.7838,8.4538,0.2694,0.0647,0.0209,1.515,0.3072,4.8837,0.001129
2025-04-02 05:14:00,72.01,1467,8.41,0.09,1.09,0,5,2,Wednesday,14,Night,74.625,1.9794,1505.3167,31.1919,8.4495,0.2679,0.0652,0.0211,1.5012,0.3074,7.7156,0.000743
2025-04-02 05:15:00,73.01,1541,8.48,0.1,1.93,0,5,2,Wednesday,14,Night,74.583,1.9866,1505.4333,31.3138,8.4433,0.2628,0.0663,0.0211,1.5057,0.3117,4.3938,0.001252
2025-04-02 05:16:00,76.6,1519,8.7,0.08,1.38,0,5,2,Wednesday,14,Night,74.6075,2.0024,1505.65,31.3627,8.4503,0.2639,0.0667,0.0211,1.4987,0.3097,6.3043,0.000908
2025-04-02 05:17:00,75.92,1457,8.84,0.04,1.42,0,5,2,Wednesday,14,Night,74.5985,1.9952,1504.4333,31.8148,8.4543,0.268,0.0662,0.0214,1.4967,0.3098,6.2254,0.000975
2025-04-02 05:18:00,73.4,1535,8.09,0.04,1.03,0,5,2,Wednesday,14,Night,74.5832,2.0009,1505.2,31.9904,8.4435,0.2694,0.0662,0.0214,1.4868,0.3151,7.8544,0.000671
2025-04-02 05:19:00,77.09,1476,8.6,0.06,1.3,0,5,2,Wednesday,14,Night,74.6613,2.0057,1504.35,32.0787,8.4517,0.2666,0.0662,0.0214,1.4857,0.3157,6.6154,0.000881
2025-04-02 05:20:00,74.0,1534,8.84,0.06,1.97,0,5,2,Wednesday,14,Night,74.6617,2.0056,1504.25,31.9749,8.458,0.2712,0.066,0.0214,1.4945,0.3218,4.4873,0.001284
2025-04-02 05:21:00,74.84,1543,8.03,0.09,1.35,0,5,2,Wednesday,14,Night,74.6795,2.0023,1504.45,32.1819,8.4527,0.2765,0.0667,0.0215,1.493,0.3222,5.9481,0.000875
2025-04-02 05:22:00,78.9,1543,8.78,0.05,1.69,0,5,2,Wednesday,14,Night,74.72,2.0628,1504.5167,32.2587,8.463,0.277,0.0668,0.0214,1.4933,0.3224,5.1953,0.001095
2025-04-02 05:23:00,71.85,1491,8.43,0.04,1.75,0,5,2,Wednesday,14,Night,74.7133,2.0716,1504.7167,32.1348,8.4572,0.2738,0.0665,0.0216,1.4955,0.3237,4.8171,0.001174
2025-04-02 05:24:00,74.08,1483,8.18,0.07,1.13,0,5,2,Wednesday,14,Night,74.7018,2.0731,1503.7333,31.8763,8.4563,0.2746,0.0663,0.0215,1.4832,0.3233,7.2389,0.000762
2025-04-02 05:25:00,74.47,1457,8.06,0.09,1.42,0,5,2,Wednesday,14,Night,74.651,2.04,1503.4167,32.2487,8.4473,0.2786,0.0672,0.0215,1.4893,0.3184,5.6761,0.000975
2025-04-02 05:26:00,74.49,1466,8.71,0.05,1.46,0,5,2,Wednesday,14,Night,74.632,2.036,1502.2333,32.2981,8.4478,0.2791,0.0665,0.0214,1.4838,0.316,5.9658,0.000996
2025-04-02 05:27:00,76.56,1472,8.38,0.05,1.42,0,5,2,Wednesday,14,Night,74.7025,2.0282,1501.85,32.5211,8.4523,0.2757,0.0663,0.0215,1.4905,0.3102,5.9014,0.000965
2025-04-02 05:28:00,74.19,1513,8.53,0.06,1.24,1,5,2,Wednesday,14,Night,74.6853,2.0281,1502.45,32.3867,8.4577,0.274,0.0668,0.021,1.4908,0.3099,6.879,0.00082
2025-04-02 05:29:00,74.59,1461,8.65,0.05,1.0,0,5,2,Wednesday,14,Night,74.6592,2.0189,1502.4333,32.4081,8.4607,0.2752,0.0662,0.0208,1.4788,0.3148,8.65,0.000684
2025-04-02 05:30:00,75.5,1507,8.44,0.08,1.85,0,5,2,Wednesday,14,Night,74.729,1.973,1501.75,31.8586,8.4638,0.2738,0.0665,0.0209,1.4827,0.3179,4.5622,0.001228
2025-04-02 05:31:00,77.07,1458,8.29,0.05,1.57,0,5,2,Wednesday,14,Night,74.7572,1.9944,1501.0167,32.3553,8.4542,0.2694,0.0658,0.0208,1.4882,0.3165,5.2803,0.001077
2025-04-02 05:32:00,74.58,1525,8.15,0.08,1.13,0,5,2,Wednesday,14,Night,74.7035,1.954,1501.05,32.3793,8.4483,0.2722,0.0667,0.0203,1.4895,0.3148,7.2124,0.000741
2025-04-02 05:33:00,74.41,1454,8.97,0.05,1.21,0,5,2,Wednesday,14,Night,74.6657,1.937,1501.0833,32.329,8.451,0.2765,0.0668,0.0201,1.4865,0.3166,7.4132,0.000832
2025-04-02 05:34:00,72.6,1512,8.08,0.05,1.5,0,5,2,Wednesday,14,Night,74.5877,1.9241,1501.9,31.9675,8.4448,0.2806,0.066,0.0198,1.4803,0.3126,5.3867,0.000992
2025-04-02 05:35:00,73.81,1488,8.54,0.1,1.03,0,5,2,Wednesday,14,Night,74.5827,1.9258,1501.1833,31.7856,8.448,0.2806,0.0668,0.0201,1.4738,0.3179,8.2913,0.000692
2025-04-02 05:36:00,73.76,1517,8.07,0.03,1.49,0,5,2,Wednesday,14,Night,74.5633,1.9282,1501.6667,31.8022,8.4367,0.2819,0.066,0.0206,1.4708,0.3168,5.4161,0.000982
2025-04-02 05:37:00,76.21,1525,8.66,0.05,1.43,0,5,2,Wednesday,14,Night,74.5872,1.9397,1501.2667,31.3444,8.4362,0.2815,0.0655,0.0206,1.4767,0.3127,6.0559,0.000938
2025-04-02 05:38:00,73.15,1500,8.6,0.06,1.77,0,5,2,Wednesday,14,Night,74.5632,1.9486,1500.5167,30.8141,8.4453,0.2777,0.0652,0.0205,1.4762,0.3122,4.8588,0.00118
2025-04-02 05:39:00,73.2,1475,8.15,0.05,1.97,0,5,2,Wednesday,14,Night,74.5285,1.9541,1499.3167,30.372,8.4318,0.2718,0.0647,0.0205,1.4907,0.3146,4.1371,0.001336
2025-04-02 05:40:00,75.68,1451,8.63,0.08,1.75,0,5,2,Wednesday,14,Night,74.5778,1.945,1497.9,30.6133,8.4348,0.273,0.065,0.0206,1.492,0.3156,4.9314,0.001206
2025-04-02 05:41:00,74.14,1521,8.01,0.08,1.91,0,5,2,Wednesday,14,Night,74.5368,1.9275,1498.8333,30.4465,8.4313,0.2771,0.0648,0.0205,1.4913,0.3146,4.1937,0.001256
2025-04-02 05:42:00,76.98,1526,8.94,0.04,1.88,0,5,2,Wednesday,14,Night,74.5727,1.9529,1499.1,30.6155,8.4317,0.2778,0.0642,0.0206,1.5045,0.3141,4.7553,0.001232
2025-04-02 05:43:00,75.32,1532,8.38,0.06,1.42,0,5,2,Wednesday,14,Night,74.6142,1.9416,1499.0333,30.5381,8.4335,0.277,0.0647,0.0201,1.5028,0.3142,5.9014,0.000927
2025-04-02 05:44:00,78.22,1499,8.65,0.08,1.11,0,5,2,Wednesday,14,Night,74.7118,1.9734,1498.5833,30.3322,8.4417,0.2761,0.0645,0.02,1.5042,0.3124,7.7928,0.00074
2025-04-02 05:45:00,73.07,1523,8.69,0.03,1.62,0,5,2,Wednesday,14,Night,74.7333,1.9478,1498.5833,30.3322,8.4513,0.2744,0.0642,0.0204,1.5008,0.31,5.3642,0.001064
2025-04-02 05:46:00,75.33,1498,8.41,0.07,1.98,0,5,2,Wednesday,14,Night,74.7668,1.9404,1499.1167,30.0294,8.4575,0.2691,0.0638,0.0201,1.5103,0.3159,4.2475,0.001322
2025-04-02 05:47:00,74.94,1480,8.4,0.04,1.93,1,5,2,Wednesday,14,Night,74.7853,1.9366,1498.5333,30.0556,8.4602,0.2677,0.063,0.02,1.5217,0.3185,4.3523,0.001304
2025-04-02 05:48:00,75.33,1523,8.67,0.1,1.84,0,5,2,Wednesday,14,Night,74.818,1.9288,1498.45,29.9793,8.4673,0.2675,0.0642,0.0201,1.535,0.3148,4.712,0.001208
2025-04-02 05:49:00,76.59,1509,8.96,0.08,1.07,0,5,2,Wednesday,14,Night,74.8358,1.9403,1498.2833,29.8908,8.47,0.2716,0.0648,0.02,1.533,0.3174,8.3738,0.000709
2025-04-02 05:50:00,75.94,1524,8.32,0.1,1.9,0,5,2,Wednesday,14,Night,74.8845,1.9306,1499.25,29.7667,8.4637,0.2706,0.0652,0.0204,1.5373,0.3206,4.3789,0.001247
